"initpop","epsilon","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
8e+05,0.95,1825,0.18919246116832,0.188951846678801,0.189454312208848,0.180320163013653,0.197305029721757,165859.742,158049,173030,845246.874,844106,846215,876671.694,875905,877537,0,500
850000,0.95,1825,0.189450731775707,0.18919989482557,0.189692072459112,0.182478085802347,0.195994423512328,176466.144,170036,182481,898071.342,896933,899232,931461.83,930457,932370,0,500
9e+05,0.95,1825,0.189700566311895,0.189473352968053,0.18994379386664,0.18105032667481,0.197236941212011,187093.836,178598,194563,950902.456,949676,952216,986258.788,985342,987320,0,500
950000,0.95,1825,0.190191868285349,0.189952887559425,0.190439964215732,0.18204858601547,0.197020465566665,197996.56,189415,205092,1003714.256,1002703,1004736,1041035.772,1040202,1042101,0,500
1e+06,0.95,1825,0.190049522976865,0.189798287495884,0.19029430322152,0.182026129776613,0.197363821318162,208263.724,199499,216232,1056555.054,1055519,1057716,1095839.194,1094775,1096744,0,500
1100000,0.95,1825,0.19065722379854,0.190434001579118,0.190883317555555,0.183483940323466,0.197035788104154,229818.888,221202,237463,1162187.528,1160967,1163182,1205403.498,1204464,1206261,0,500
1200000,0.95,1825,0.190787275775236,0.190570656702191,0.191000678803496,0.184077199062013,0.19726900865303,250883.41,242012,259506,1267844.602,1266431,1269243,1314990.16,1313932,1316099,0,500
1300000,0.95,1825,0.191280297375336,0.191063126548986,0.19148880316556,0.183542224462375,0.196974981945481,272490.552,261457,280660,1373486.878,1371902,1374649,1424561.656,1423379,1425673,0,500
1400000,0.95,1825,0.191346193537895,0.191143682066854,0.191556077520947,0.182875295267574,0.197628932498224,293552.194,280645,303228,1479135.776,1477833,1480717,1534141.708,1533177,1535259,0,500
1500000,0.95,1825,0.191679298111693,0.191483827246408,0.191862185620379,0.184935603541486,0.198409966416136,315068.662,303940,326234,1584792.21,1583182,1586382,1643728.062,1642311,1644868,0,500
1600000,0.95,1825,0.191969476669925,0.19178539791957,0.192157892841188,0.185315790074028,0.196812342674874,336579.678,324929,345039,1690411.81,1688919,1691711,1753298.112,1752112,1754629,0,500
1700000,0.95,1825,0.192163187858424,0.191988411472654,0.192344996678792,0.18573215714278,0.197467525496511,357977.06,345928,367882,1796062.28,1794562,1797521,1862880.46,1861742,1864122,0,500
1800000,0.95,1825,0.192197114320177,0.192022304745465,0.192358884912138,0.185512536789031,0.196926989122588,379100.44,365904,388444,1901704.15,1900240,1903382,1972456.18,1971262,1973836,0,500
1900000,0.95,1825,0.192319355050842,0.19213948729293,0.19249237628685,0.183821042923568,0.196942285727191,400418.558,382686,409856,2007363.712,2005917,2009408,2082050.33,2080779,2083795,0,500
2e+06,0.95,1825,0.192293832386936,0.192125825962859,0.192464546419926,0.185470564144288,0.196973989189495,421440.068,406675,431792,2113045.512,2111275,2114673,2191646.966,2190180,2192886,0,500
2100000,0.95,1825,0.192336204739622,0.192169748138317,0.192485458043193,0.185265052850706,0.198011315379158,442609.394,426472,455787,2218678.106,2217152,2220410,2301227.58,2299821,2302714,0,500
2200000,0.95,1825,0.192491618928084,0.192334715710109,0.192639902623283,0.185747948962463,0.197496286954141,464060.288,447811,476049,2324332.64,2322565,2325708,2410807.628,2409555,2412047,0,500
2300000,0.95,1825,0.192681705308013,0.192532964356827,0.19283915501469,0.1860933188835,0.197477022443619,485631.736,468952,497634,2429976.402,2428367,2431951,2520383.258,2518858,2522105,0,500
2400000,0.95,1825,0.192791838819518,0.192632855819866,0.192941003426875,0.186446909006855,0.198359757767566,507035.87,490421,521464,2535632.404,2533748,2537383,2629965.236,2628317,2631278,0,500
2500000,0.95,1825,0.192724082302693,0.192560494248914,0.192886172080525,0.18596475471125,0.198121574436529,527977.294,509353,542612,2641286.198,2639304,2643233,2739550.144,2737958,2741151,0,500
10000,0.5,365,0.532809846726129,0.507602466881639,0.555453782025706,9.7904836498923e-05,0.661206473761648,5428.14465408805,1,6741,10100.5157232704,10052,10154,10187.6603773585,10147,10228,318,318
20000,0.5,365,0.570671944145571,0.555405008704657,0.58578430461984,4.90051945506224e-05,0.65297519850995,11627.1776765376,1,13322,20200.3690205011,20133,20278,20374.5261958998,20315,20436,435,439
30000,0.5,365,0.584661790488309,0.571912030492192,0.596054108326241,3.26786706316787e-05,0.651136177864966,17868.4918032787,1,19915,30299.6209016393,30211,30396,30561.7233606557,30486,30638,472,488
40000,0.5,365,0.601958021932347,0.591993374045223,0.61080957882894,2.45314493180257e-05,0.647079054684813,24529.0787878788,1,26340,40397.7353535354,40304,40513,40748.9757575758,40672,40841,437,495
50000,0.5,365,0.620097677963185,0.616179758299901,0.622909747880141,3.92811548659531e-05,0.647109594146609,31585.4738955823,2,32989,50496.0341365462,50377,50603,50936.3092369478,50834,51030,406,498
60000,0.5,365,0.617422077170939,0.611172304075039,0.621747738619726,3.27000425100553e-05,0.642602582965506,37739.0963855422,2,39308,60596.0321285141,60473,60716,61123.7851405622,61015,61224,343,498
70000,0.5,365,0.622409923322124,0.619523913030326,0.624148586857097,5.61088511712723e-05,0.642073247648815,44384.572,4,45810,70694.016,70558,70824,71310.832,71193,71429,329,500
80000,0.5,365,0.62262293430868,0.619874102118596,0.624315310608757,3.68211107701749e-05,0.642375003068162,50742.588,3,52342,80793.616,80652,80928,81498.058,81380,81619,290,500
90000,0.5,365,0.624328754896941,0.623810116448308,0.624859938931511,0.603984159366375,0.640513396508293,57242.186,55363,58737,90893.38,90729,91048,91685.938,91563,91805,263,500
1e+05,0.5,365,0.624539996448983,0.624010028157325,0.625119729378485,0.602620258883149,0.642972837664059,63623.374,61360,65499,100991.11,100829,101161,101872.364,101745,102000,236,500
150000,0.5,365,0.625386739152222,0.624943056835322,0.625815924903002,0.610658257991077,0.637814867439744,95564.86,93344,97409,151487.226,151270,151693,152809.236,152653,152968,125,500
2e+05,0.5,365,0.625917129203383,0.625565099327979,0.626272687344086,0.610070918505067,0.637871308989922,127527.93,124305,130002,201984.02,201734,202217,203745.772,203569,203928,73,500
250000,0.5,365,0.626180696622019,0.625842959407933,0.626505532976848,0.613483463787639,0.635839898208437,159477.092,156207,161951,252480.006,252210,252725,254682.26,254479,254884,47,500
3e+05,0.5,365,0.626307822566329,0.626012558253589,0.626623195273824,0.615011576042171,0.633972559718924,191411.5,188073,193794,302975.446,302666,303250,305618.924,305395,305845,27,500
350000,0.5,365,0.626455878663066,0.626183339685752,0.626698238616039,0.614892250386373,0.637155733038691,223366.172,219222,227204,353472.176,353135,353769,356555.342,356305,356784,7,500
4e+05,0.5,365,0.626521134004485,0.626276777379666,0.626776889871258,0.616102094086707,0.634780794344347,255302.484,251138,258597,403968.49,403615,404295,407492.238,407233,407752,5,500
450000,0.5,365,0.626569036574144,0.626333454576011,0.626811150723762,0.617471686669445,0.634841766146746,287236.91,283020,291054,454463.786,454104,454803,458428.196,458151,458699,4,500
5e+05,0.5,365,0.626829452003266,0.62662977621817,0.627038581840752,0.61971861403867,0.633557832169617,319285.028,315645,322754,504959.924,504563,505315,509365.066,509082,509637,4,500
550000,0.5,365,0.626745771091093,0.626530357000755,0.626954263774317,0.617909611376032,0.633424138128017,351166.428,346237,354829,555455.862,555046,555812,560301.252,559996,560584,0,500
6e+05,0.5,365,0.626736257087095,0.62651959083993,0.626951091454851,0.618389582344954,0.632864964966439,383080.148,378003,386852,605944.558,605518,606329,611230.25,610885,611526,0,500
650000,0.5,365,0.626886730937965,0.626692933645332,0.627083174260848,0.620361209752089,0.632958450861606,415103.022,410651,419178,656440.096,656026,656796,662165.898,661838,662466,1,500
7e+05,0.5,365,0.626870369666673,0.626695543120998,0.627053055348223,0.619643568355332,0.633483807544466,447021.878,441848,451724,706934.382,706588,707331,713101.012,712709,713408,0,500
750000,0.5,365,0.626878998266086,0.626709804561587,0.627066531162095,0.620623031591404,0.632270046081743,478958.174,474120,483103,757428.164,756954,757941,764036.098,763633,764406,0,500
8e+05,0.5,365,0.626950565075166,0.626773196460712,0.627140490898398,0.61951097406398,0.632150110754542,510949.158,504881,515117,807926.712,807478,808339,814975.224,814598,815333,0,500
850000,0.5,365,0.626889077596002,0.626719693953557,0.627050591989274,0.6195668864523,0.631679861026088,542832.944,536636,546892,858425.612,858043,858999,865915.492,865493,866368,0,500
9e+05,0.5,365,0.626982867665914,0.626825592159694,0.627128155454798,0.619388619808509,0.631285092904853,574851.738,567923,578795,908923.732,908443,909440,916853.992,916501,917257,0,500
950000,0.5,365,0.627060562753352,0.626908820924979,0.627225607935753,0.620884827353155,0.63196575474096,606857.868,600811,611677,959410.552,958790,959906,967781.936,967298,968169,0,500
1e+06,0.5,365,0.627102887860135,0.626956976721034,0.627258175133541,0.620828573559604,0.631828955300669,638846.828,632597,643514,1009915.668,1009452,1010430,1018727.312,1018369,1019142,0,500
1100000,0.5,365,0.627078407782059,0.626939129698319,0.627211314188488,0.62060526137341,0.631099998572265,702702.88,695524,707246,1110905.02,1110417,1111432,1120598.148,1120096,1121022,0,500
1200000,0.5,365,0.627077243609322,0.626940162547273,0.627224001356026,0.620720877675563,0.631777888841355,766585.654,758889,772363,1211899.938,1211215,1212445,1222474.096,1221995,1222907,0,500
1300000,0.5,365,0.62707414363468,0.626947256201775,0.627203951155969,0.620500146115701,0.630856519103585,830460.158,821724,835695,1312886.864,1312322,1313468,1324341.25,1323908,1324820,0,500
1400000,0.5,365,0.627112594411041,0.626991946243642,0.627237135476434,0.62108786786871,0.630824659278644,894400.316,885957,899614,1413883.422,1413379,1414531,1426219.698,1425787,1426711,0,500
1500000,0.5,365,0.627103078422049,0.6269778955582,0.627225254943854,0.622667660471962,0.632292473669884,958271.14,951519,966325,1514872.984,1514349,1515469,1528091.926,1527594,1528569,0,500
1600000,0.5,365,0.627145732511963,0.627031107733483,0.627267910083472,0.618948343615119,0.630986618831792,1022228.83,1008827,1028541,1615870.67,1615255,1616492,1629970.186,1629457,1630532,0,500
1700000,0.5,365,0.627138016590381,0.627025492160393,0.627253349011194,0.622878414604708,0.630398593884158,1086101.996,1078580,1091764,1716858.22,1716328,1717537,1731838.874,1731327,1732445,0,500
1800000,0.5,365,0.627103264984895,0.627005502567344,0.627202236465876,0.622627133296137,0.63022024130521,1149926.736,1141580,1155788,1817851.472,1817201,1818631,1833711.918,1833219,1834254,0,500
1900000,0.5,365,0.627164998424999,0.627071352321233,0.627264022195649,0.622083196181911,0.630422237755229,1213925.862,1203861,1220285,1918836.182,1917871,1919476,1935576.542,1935000,1936063,0,500
2e+06,0.5,365,0.62716252422246,0.627065138513955,0.627264231014495,0.620951883533234,0.630638195953981,1277812.882,1264992,1284931,2019829.638,2019175,2020641,2037450.996,2036917,2038208,0,500
2100000,0.5,365,0.62717968552457,0.627080585109569,0.627273811899179,0.622542645253749,0.629898372273488,1341744.186,1331864,1347563,2120827.992,2120043,2121555,2139329.78,2138717,2139962,0,500
2200000,0.5,365,0.627205760861481,0.627113185829599,0.627294820444912,0.621180793829125,0.629892889094142,1405691.294,1392214,1411694,2221815.622,2221046,2222498,2241196.406,2240635,2241760,0,500
2300000,0.5,365,0.627147266831817,0.627048510196675,0.627246298047515,0.622791860604553,0.631249223947353,1469451.488,1459400,1479390,2322806.188,2321952,2323478,2343072.468,2342376,2343591,0,500
2400000,0.5,365,0.627171668102466,0.62708560338242,0.627262676705217,0.623214335383442,0.630043355556465,1533395.188,1523602,1540393,2423798.052,2423093,2424720,2444936.966,2444372,2445688,0,500
2500000,0.5,365,0.627192972175871,0.627098206166865,0.627286871878548,0.622224840174041,0.629962950631206,1597342.636,1584508,1604435,2524793.106,2523959,2525554,2546812.086,2546163,2547503,0,500
10000,0.65,365,0.207580292175454,0.196443156040703,0.218005805284528,9.7904836498923e-05,0.342703232125367,2114.7893081761,1,3499,10106.8805031447,10060,10158,10187.786163522,10147,10228,83,318
20000,0.65,365,0.195397546564559,0.188443850004885,0.202228129514469,4.90051945506224e-05,0.295851902639698,3981.15945330296,1,6041,20214.6719817768,20147,20287,20374.7539863326,20315,20436,52,439
30000,0.65,365,0.194030338863728,0.189463376311246,0.198422873957414,3.26786706316787e-05,0.280747088839461,5930,1,8583,30321.8032786885,30251,30401,30562.0901639344,30487,30638,24,488
40000,0.65,365,0.196356878961174,0.191982686460698,0.200236644867829,2.45314493180257e-05,0.26914204378129,8001.4,1,10967,40428.8525252525,40326,40533,40749.404040404,40672,40842,20,495
50000,0.65,365,0.196145670282359,0.193390676665102,0.198564711517071,1.96278558530266e-05,0.262911074483949,9990.96987951807,1,13399,50535.5883534137,50411,50636,50937.0220883534,50835,51031,4,498
60000,0.65,365,0.198632315324254,0.195969478873537,0.200923671175344,3.27000425100553e-05,0.257813778432335,12141.3313253012,2,15755,60641.8634538153,60523,60746,61124.5742971888,61017,61224,3,498
70000,0.65,365,0.196654038014559,0.194811209134684,0.198499040605915,0.120785689231848,0.253156397572972,14023.74,8609,18066,70749.528,70628,70881,71311.778,71195,71429,0,500
80000,0.65,365,0.197833774948501,0.195950906803216,0.199619595244147,0.130637483437209,0.254039926870268,16123.298,10648,20707,80857.502,80714,80987,81499.168,81381,81622,0,500
90000,0.65,365,0.196201229469727,0.194190829582251,0.197958759942278,0.117430191972077,0.255327037578243,17989.182,10766,23414,90965.558,90820,91109,91687.188,91566,91805,0,500
1e+05,0.65,365,0.196733265658595,0.195020193646635,0.198433302893942,0.137738126785031,0.254101899827288,20041.95,14034,25894,101072.812,100917,101209,101873.758,101746,102000,0,500
150000,0.65,365,0.19572641008981,0.194260097895721,0.19723322593826,0.137728117717906,0.239587968901338,29909.246,21041,36610,151610.458,151432,151773,152811.336,152655,152968,0,500
2e+05,0.65,365,0.197177834703628,0.195812945781122,0.198503520615707,0.152603328492366,0.235573928863912,40174.724,31103,48038,202147.996,201929,202363,203748.534,203571,203930,0,500
250000,0.65,365,0.19619466733005,0.194981159679514,0.197315959396624,0.152859840528901,0.228082646380784,49968.002,38936,58076,252688.446,252438,252920,254685.644,254487,254887,0,500
3e+05,0.65,365,0.197483908717219,0.196455039095071,0.198524734597007,0.15442826762637,0.229937160437259,60355.688,47201,70255,303226.31,302933,303489,305623.066,305396,305847,0,500
350000,0.65,365,0.196763349526427,0.195819981403503,0.197800690808527,0.164567222872017,0.230867844289036,70157.992,58672,82300,353765.46,353448,354034,356560.316,356310,356791,0,500
4e+05,0.65,365,0.196735747124119,0.19581241391311,0.197670517634259,0.159882493840007,0.228917111184175,80169.406,65147,93297,404303.958,403977,404602,407497.846,407243,407756,0,500
450000,0.65,365,0.196931701130626,0.195972874516475,0.197753436263764,0.165776870534663,0.225682546399196,90280.282,76014,103468,454841.618,454501,455154,458434.696,458156,458702,0,500
5e+05,0.65,365,0.196637776962254,0.195770114845972,0.197535877997296,0.167683986296125,0.222062969740283,100161.802,85409,113102,505380.526,505019,505747,509372.178,509088,509647,0,500
550000,0.65,365,0.197331623547031,0.196576231521248,0.198107567400162,0.16494402069673,0.222977266560996,110566.734,92447,124919,555916.792,555537,556282,560309.156,560003,560594,0,500
6e+05,0.65,365,0.196775629518229,0.19592164707666,0.197585783723708,0.159887807216928,0.219526761798639,120276.994,97706,134164,606449.512,606053,606794,611239.406,610836,611556,0,500
650000,0.65,365,0.19713131847131,0.19645715093706,0.19779393735937,0.17491366436086,0.217390384929098,130535.492,115835,143922,656985.998,656498,657462,662175.29,661776,662535,0,500
7e+05,0.65,365,0.197240413127941,0.196500413943665,0.197915075017337,0.164413754425322,0.220578790759765,140654.242,117264,157304,707521.908,707120,707903,713110.522,712760,713409,0,500
750000,0.65,365,0.197210079564756,0.196466376038557,0.197941648436424,0.164449324850501,0.218364598452733,150677.466,125648,166843,758057.862,757528,758507,764045.458,763614,764392,0,500
8e+05,0.65,365,0.197617087871618,0.196943222651222,0.198270301133936,0.1775198830761,0.220731259945599,161055.206,144659,179909,808599.148,808227,809006,814986.244,814583,815349,0,500
850000,0.65,365,0.197530253083531,0.196849068050854,0.198195056018241,0.172372924625182,0.222372717741228,171047.006,149221,192581,859141.324,858596,859627,865927.974,865497,866268,0,500
9e+05,0.65,365,0.197545348912482,0.196891433279042,0.198221592440498,0.175151720774864,0.214153506528352,181122.762,160553,196346,909681.584,909280,910186,916866.74,916517,917217,0,500
950000,0.65,365,0.197595826877468,0.196962689659689,0.198188115080734,0.175167639613576,0.216319242441934,191232.562,169536,209341,960211.384,959747,960612,967796.828,967433,968143,0,500
1e+06,0.65,365,0.197913838361008,0.197291077499718,0.198580401856042,0.175882203405634,0.218906957181516,201623.07,179196,223020,1010756.238,1010262,1011206,1018741.96,1018196,1019100,0,500
1100000,0.65,365,0.197849920070062,0.197308547451331,0.198441894720777,0.176494991417427,0.215726454229349,221713.206,197829,241712,1111829.896,1111382,1112479,1120613.026,1120270,1121179,0,500
1200000,0.65,365,0.197704265794138,0.197169600483129,0.198233060644306,0.177284980875826,0.21309160523926,241691.91,216691,260464,1212909.892,1212439,1213439,1222491.828,1222076,1222848,0,500
1300000,0.65,365,0.198304088048626,0.197754474168893,0.198844492934532,0.176912036614102,0.212721159101684,262626.164,234323,281773,1313979.332,1313385,1314478,1324360.86,1323902,1324823,0,500
1400000,0.65,365,0.198008119488964,0.197432425762949,0.198564636481078,0.177212012776686,0.214685815290058,282407.044,252766,306195,1415059.998,1414571,1415712,1426239.688,1425791,1426731,0,500
1500000,0.65,365,0.198262336244365,0.197747386771911,0.198782126154929,0.179939966351317,0.213275700922345,302967.026,274974,325852,1516130.268,1515504,1516748,1528111.974,1527692,1528693,0,500
1600000,0.65,365,0.198367053448729,0.197873081389537,0.198907834605464,0.175320325239163,0.212504578504558,323336.866,285783,346361,1617211.788,1616575,1617796,1629992.664,1629443,1630555,0,500
1700000,0.65,365,0.198381525813192,0.19786845076069,0.198838320813235,0.180625060266286,0.211136805212727,343569.334,312824,365671,1718284.356,1717666,1718998,1731861.346,1731332,1732341,0,500
1800000,0.65,365,0.198280995654363,0.197823992612752,0.198730597757634,0.180715513443006,0.212065244130936,363595.324,331399,388779,1819356.646,1818724,1819900,1833737.558,1833278,1834321,0,500
1900000,0.65,365,0.198821764223406,0.198351366579422,0.199276438024235,0.176298387442605,0.213695013677965,384840.656,341225,413627,1920428.74,1919642,1921019,1935605.98,1935010,1936254,0,500
2e+06,0.65,365,0.198708049869787,0.198275122085936,0.199159154564709,0.179262590033982,0.21138315921415,404863.842,365259,430712,2021506.652,2020870,2022238,2037481.166,2037023,2038106,0,500
2100000,0.65,365,0.198389151680677,0.197990528642531,0.198826642968284,0.184029598636728,0.210402381853789,424425.608,393742,450158,2122587.992,2121868,2123331,2139358.804,2138778,2139991,0,500
2200000,0.65,365,0.198828340541828,0.198407709907447,0.199253269974332,0.184033221992481,0.211109946032051,445619.676,412449,473128,2223653.918,2222847,2224288,2241228.26,2240573,2241764,0,500
2300000,0.65,365,0.198674492296514,0.198208271847919,0.199080106048033,0.181947296029129,0.210203702715681,465515.332,426346,492481,2324729.042,2323967,2325459,2343105.362,2342516,2343687,0,500
2400000,0.65,365,0.198693175119153,0.198269562730568,0.199102306477826,0.183482579493983,0.210983818645799,485799.194,448545,515824,2425801.116,2425143,2426561,2444971.79,2444374,2445724,0,500
2500000,0.65,365,0.198966461853106,0.198590299517971,0.199358294282179,0.183043890042439,0.210631280112144,506737.196,466163,536421,2526879.862,2526088,2527756,2546847.412,2546164,2547600,0,500
10000,0.8,365,0.0447224431777782,0.0407268617337796,0.049236351953601,9.7904836498923e-05,0.123294394816924,455.606918238994,1,1256,10110.2735849057,10064,10155,10187.8081761006,10147,10228,227,318
20000,0.8,365,0.0505698222807772,0.0478500766828824,0.0533589009357138,4.89715964740451e-05,0.093614931237721,1030.34851936219,1,1906,20220.6332574032,20151,20291,20374.7949886105,20315,20436,177,439
30000,0.8,365,0.0502910962983471,0.0483922345736374,0.0521092746342112,3.26786706316787e-05,0.0806092368162463,1537.01024590164,1,2461,30330.6782786885,30262,30412,30562.2110655738,30487,30639,105,488
40000,0.8,365,0.0565826273194794,0.055149670309219,0.0580560651393488,2.45314493180257e-05,0.0753953659433615,2305.71313131313,1,3075,40440.8868686869,40348,40543,40749.5353535354,40672,40843,42,495
50000,0.8,365,0.0552766779242847,0.0541741031562152,0.0562546204721308,1.96278558530266e-05,0.0719352563097664,2815.65060240964,1,3671,50551.1265060241,50440,50657,50937.2148594378,50835,51032,22,498
60000,0.8,365,0.0581252660434956,0.0575086353372693,0.0586531563590055,3.27171601504989e-05,0.070938702021442,3552.87951807229,2,4334,60661.2269076305,60547,60768,61124.797188755,61017,61224,5,498
70000,0.8,365,0.0561415258985899,0.0556846241749428,0.0565576926395941,0.00584819925950858,0.0661384194656756,4003.556,417,4716,70771.288,70648,70898,71312.032,71196,71429,2,500
80000,0.8,365,0.0573491541570513,0.0568900672129245,0.0577782413843241,0.00607645282462989,0.0710035213427727,4673.922,495,5787,80881.344,80750,81006,81499.466,81381,81622,2,500
90000,0.8,365,0.0556698405992936,0.0553067942635447,0.0560171457879182,0.00400239925841104,0.0670883315158124,5104.226,367,6152,90992.542,90849,91124,91687.5,91566,91805,1,500
1e+05,0.8,365,0.0568439186656811,0.0564428792597117,0.0572176436780933,0.00519141502860676,0.069745060297757,5790.916,529,7102,101101.744,100924,101248,101874.064,101746,102000,1,500
150000,0.8,365,0.0555154279243508,0.0552773104226116,0.0557812005943435,0.0486965623262356,0.0669198036006547,8483.398,7444,10222,151653.454,151463,151819,152811.742,152655,152968,0,500
2e+05,0.8,365,0.0560968385226202,0.0558608565010258,0.0563242968595726,0.0490140264431335,0.0648983339634778,11429.67,9987,13217,202203.466,201964,202407,203749.098,203571,203931,0,500
250000,0.8,365,0.0555690645223316,0.0553327799104982,0.0558131987433842,0.0494254182256475,0.0629218247564753,14152.672,12589,16026,252755.642,252507,252984,254686.378,254489,254888,0,500
3e+05,0.8,365,0.0561256046616598,0.0559165990144621,0.0563404469943025,0.0498604352848396,0.0628094413775275,17153.318,15237,19194,303306.684,303038,303560,305623.938,305397,305848,0,500
350000,0.8,365,0.055984224060777,0.0557925227814623,0.0561785684909386,0.0486516938962557,0.0646432186731498,19961.802,17358,23053,353857.976,353561,354128,356561.366,356311,356792,0,500
4e+05,0.8,365,0.056213394328397,0.0560261733749885,0.0563965969568614,0.0512332383115895,0.0627235172689718,22906.886,20884,25554,404408.932,404107,404696,407498.94,407243,407760,0,500
450000,0.8,365,0.0559822095335277,0.0557919707514401,0.0561835549588072,0.0499408635234866,0.0627090355728638,25664.246,22886,28743,454960.382,454650,455279,458435.952,458157,458703,0,500
5e+05,0.8,365,0.0562298187648799,0.0560465282525793,0.0564190456626127,0.0509323794228632,0.0625007362035456,28641.986,25942,31836,505510.698,505175,505836,509373.56,509091,509650,0,500
550000,0.8,365,0.0561372161825779,0.0559733362019831,0.0563113306025801,0.0503306175990291,0.062131903619187,31454.27,28201,34824,556061.582,555712,556399,560310.614,560005,560595,0,500
6e+05,0.8,365,0.0562157086863613,0.056044216366299,0.0563898598495482,0.050899731994725,0.0652465843274073,34361.342,31109,39890,606605.964,606242,606997,611241.12,610897,611522,0,500
650000,0.8,365,0.0561283321221454,0.055974434145238,0.0562879726699837,0.0508702706132228,0.0614818707304256,37166.866,33675,40716,657155.902,656709,657553,662176.718,661823,662495,0,500
7e+05,0.8,365,0.0561944392165016,0.0560321763876714,0.0563514698909839,0.0508383781866014,0.0638672006461601,40072.932,36253,45546,707704.654,707323,708128,713111.992,712806,713433,0,500
750000,0.8,365,0.0561079442269421,0.0559595681773805,0.0562555507239811,0.051802833341621,0.0619170652153996,42869.128,39587,47306,758255.062,757733,758762,764047.612,763615,764479,0,500
8e+05,0.8,365,0.056280642570817,0.0561328363076836,0.0564440702155251,0.0514268180423443,0.0615918687394853,45868.09,41900,50193,808809.606,808420,809251,814988.544,814636,815344,0,500
850000,0.8,365,0.0561967945770172,0.0560553007730875,0.0563487241752264,0.0516557346943725,0.0609366429359154,48662.476,44724,52769,859365.452,858916,859782,865929.97,865588,866273,0,500
9e+05,0.8,365,0.0562207031704918,0.0560585840769746,0.0563577576520794,0.0510181158313958,0.0613150037187045,51547.04,46783,56225,909919.372,909479,910374,916869.374,916512,917223,0,500
950000,0.8,365,0.0561888663559879,0.0560509530347834,0.0563194380109631,0.0510448890018536,0.0621429582507189,54379.568,49404,60145,960463.324,960018,960929,967799.594,967381,968197,0,500
1e+06,0.8,365,0.0562235447788101,0.0560773505199703,0.0563767788585127,0.05140614357249,0.0610381910771007,57277.418,52377,62184,1011022.174,1010488,1011475,1018744.39,1018196,1019102,0,500
1100000,0.8,365,0.0562575942060155,0.0561274167481726,0.05639888834579,0.0524257894079217,0.0615548664867156,63043.196,58741,68983,1112123.084,1111646,1112672,1120616.748,1120256,1121121,0,500
1200000,0.8,365,0.0561854394221563,0.0560511438206348,0.056315175226193,0.0525383673399271,0.060457964067938,68686.438,64226,73915,1213230.084,1212728,1213815,1222495.332,1222074,1222997,0,500
1300000,0.8,365,0.0562848032049247,0.0561643360378163,0.0564031612185225,0.0521150694449689,0.0618491618677384,74541.62,69004,81904,1314327.582,1313645,1314896,1324364.936,1323866,1324847,0,500
1400000,0.8,365,0.0562258458024581,0.0561067877858017,0.0563406840269782,0.0528628800676564,0.0606157712497037,80191.77,75384,86445,1415434.916,1414915,1416005,1426243.996,1425744,1426701,0,500
1500000,0.8,365,0.0561810761986023,0.0560635109586966,0.0563035578599915,0.0521869392274739,0.0607342968606813,85851.196,79743,92785,1516531.108,1515936,1517085,1528116.08,1527641,1528660,0,500
1600000,0.8,365,0.0563037627420718,0.0561872890436082,0.0564202619304502,0.0511675050909812,0.060369028863662,91774.926,83395,98402,1617648.732,1617049,1618277,1629996.286,1629394,1630588,0,500
1700000,0.8,365,0.0562447667941264,0.0561316119734368,0.0563714065063912,0.0525584290501916,0.0603982740380395,97408.4,91023,104590,1718740.168,1718169,1719342,1731866.02,1731397,1732354,0,500
1800000,0.8,365,0.0562519079521359,0.056137305476827,0.0563551624563766,0.0523794125073004,0.0601905150406755,103151.512,96053,110369,1819845.596,1819123,1820521,1833742.442,1833215,1834280,0,500
1900000,0.8,365,0.0562473065717668,0.0561387100654379,0.0563477063847623,0.0520012689411162,0.0603794776628326,108872.894,100647,116871,1920945.072,1920176,1921635,1935610.836,1935042,1936216,0,500
2e+06,0.8,365,0.0563345287708237,0.0562273984816187,0.0564479149565855,0.0530961332691987,0.0604059162123518,114780.87,108177,123066,2022049.398,2021270,2022970,2037487.47,2036958,2038271,0,500
2100000,0.8,365,0.0563079097842529,0.0561924303694644,0.0564151297227467,0.0525677600422947,0.0606242185582912,120463.114,112457,129704,2123150.636,2122320,2123919,2139364.25,2138760,2139937,0,500
2200000,0.8,365,0.0562122410899058,0.0561032907315647,0.0563158360817965,0.0530148415141182,0.0609434624922629,125984.79,118814,136564,2224250.892,2223567,2224952,2241233.98,2240682,2241917,0,500
2300000,0.8,365,0.0563215419652682,0.0562169795432927,0.056419782332302,0.0521344470531396,0.0601549872792976,131967.688,122152,140945,2325355.936,2324488,2326118,2343112.14,2342378,2343688,0,500
2400000,0.8,365,0.0561979965567687,0.0561007862584357,0.0563006626234372,0.0524931301993899,0.0597829199605309,137402.806,128333,146136,2426448.448,2425706,2427146,2444977.024,2444362,2445510,0,500
2500000,0.8,365,0.0562718074042558,0.056171114490046,0.056367950575241,0.0534614842410275,0.0597700662035325,143316.088,136144,152234,2527553.456,2526795,2528280,2546853.956,2546202,2547409,0,500
10000,0.95,365,0.00905281608304549,0.00789203323490675,0.0102362426858623,9.7904836498923e-05,0.0693341178778072,92.2264150943396,1,707,10110.9748427673,10067,10157,10187.8050314465,10147,10228,315,318
