"initpop","b","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
2e+06,5e-05,365,0.0473020406319771,0.0472126114219842,0.0473900811885752,0.0441047082991284,0.0503053802805698,96338.954,89830,102454,2021274.826,2020503,2022093,2036676.692,2035987,2037405,0,500
2100000,5e-05,365,0.0473529769901605,0.0472655585374849,0.0474384861569333,0.0440059122818256,0.0502545180758106,101265.302,94111,107462,2122348.206,2121641,2123209,2138520.334,2137910,2139258,0,500
2200000,5e-05,365,0.0472290039023419,0.0471399724686748,0.0473183186624311,0.044027287911209,0.0500728941708768,105809.44,98639,112175,2223406.706,2222716,2224154,2240348.662,2239755,2240974,0,500
2300000,5e-05,365,0.0472840355641388,0.0472039089371204,0.0473708671305409,0.0445407531347169,0.050138431423613,110748.028,104325,117440,2324473.01,2323647,2325438,2342186.316,2341548,2342959,0,500
2400000,5e-05,365,0.0472574751690441,0.0471764830673957,0.0473462652087101,0.0449581463521222,0.0509896817798725,115498.176,109872,124630,2425538.84,2424791,2426114,2444019.378,2443287,2444585,0,500
2500000,5e-05,365,0.0473038816533917,0.047210326786159,0.0473918272242223,0.0445190911415485,0.050445790325368,120428.568,113342,128437,2526599.036,2525769,2527306,2545849.988,2545184,2546643,0,500
10000,2e-04,365,0.0259932763949555,0.0231451932034692,0.0288061289696786,9.25411808254673e-05,0.0968162353379259,279.522012578616,1,1040,10675.0974842767,10598,10767,10754.3081761006,10673,10853,282,318
20000,2e-04,365,0.0293355734147451,0.0270379138757727,0.0316493047414919,4.62855820411942e-05,0.0719424460431655,630.95444191344,1,1550,21350.589977221,21227,21481,21508.5421412301,21388,21635,278,439
30000,2e-04,365,0.0321727351053454,0.0305025899364776,0.0338710600264076,3.09166795486165e-05,0.0641653240798116,1037.89959016393,1,2071,32025.0430327869,31884,32172,32261.9200819672,32118,32404,211,488
40000,2e-04,365,0.0390084727908514,0.0374546468192049,0.0405170063621814,2.3227185097438e-05,0.0592551314200799,1678.04242424242,1,2552,42700.7757575758,42532,42897,43016.7292929293,42838,43193,119,495
50000,2e-04,365,0.0404504774680234,0.0393557248946084,0.0415309892318303,1.86008444783393e-05,0.0552179262518176,2175.04819277108,1,2962,53375.734939759,53187,53576,53771.0040160643,53575,53956,59,498
60000,2e-04,365,0.04162696500509,0.0405335089027537,0.0426979705222724,3.09798940487624e-05,0.0557668721181165,2685.90562248996,2,3592,64050.4036144578,63832,64268,64525.2449799197,64317,64738,49,498
70000,2e-04,365,0.043237146619191,0.0426619217231139,0.0437854967061976,0.00182858960089044,0.0532187247138101,3254.866,138,4012,74725.73,74488,74952,75279.776,75048,75505,14,500
80000,2e-04,365,0.043271132627316,0.0425122686856717,0.0439201234711085,0.00082418220230771,0.0542998000093019,3722.824,71,4670,85400.55,85155,85634,86033.982,85793,86271,19,500
90000,2e-04,365,0.0439129479811829,0.0433606351790346,0.0444048554187852,3.09256033069778e-05,0.0519367833901456,4250.23,3,5028,96076.046,95824,96337,96788.236,96531,97029,9,500
1e+05,2e-04,365,0.0440714679032897,0.043760593201786,0.0443464269298991,0.00439930429606481,0.0524205178782437,4739.546,473,5634,106751.04,106485,107033,107542.53,107266,107796,1,500
150000,2e-04,365,0.044568207568468,0.044330366758884,0.0447963068799924,0.0362066935598808,0.0535744192537915,7189.072,5843,8637,160118.564,159748,160432,161305.648,160909,161614,0,500
2e+05,2e-04,365,0.0450214518539752,0.0448161529803897,0.0452106898497891,0.0384064441715965,0.0521286484476669,9683.12,8258,11216,213493.874,213058,213962,215077.804,214642,215549,0,500
250000,2e-04,365,0.0453693682417378,0.0451832868095246,0.045548985584065,0.03989267679117,0.0515601982054373,12197.636,10720,13860,266872.6,266451,267297,268851.908,268440,269212,0,500
3e+05,2e-04,365,0.04549014935743,0.0453219084021714,0.0456519867871299,0.0401517429048724,0.0521154645829584,14676.354,12955,16794,320251.58,319625,320737,322626.828,321989,323133,0,500
350000,2e-04,365,0.0455953177336817,0.0454412815836332,0.0457600872801101,0.0388584742681694,0.0510562163369258,17162.006,14643,19207,373627.624,373143,374119,376398.916,375908,376829,0,500
4e+05,2e-04,365,0.045798332860637,0.04565021543724,0.0459540291417867,0.0410099770332971,0.0511555186397616,19700.952,17642,21987,427000.484,426311,427568,430167.722,429425,430697,0,500
450000,2e-04,365,0.0457006862417884,0.045545586740841,0.0458475913864651,0.0401487910725356,0.0501291882841729,22116.344,19428,24252,480375.67,479780,480866,483938.838,483402,484382,0,500
5e+05,2e-04,365,0.0457759887507973,0.0456197959834168,0.0459380720737155,0.0404987898323611,0.0535629232715636,24613.998,21786,28789,533746.934,533120,534254,537705.71,537136,538163,0,500
550000,2e-04,365,0.0459074210977568,0.0457683888380832,0.0460535343115842,0.040699266189628,0.0514516112665194,27153.072,24082,30422,587119.284,586524,587863,591474.218,590922,592194,0,500
6e+05,2e-04,365,0.0459542491870645,0.0458309304421745,0.0460905992566202,0.0414662074116081,0.0509877264395208,29651.706,26762,32906,640492.814,639791,641347,645244.336,644623,645989,0,500
650000,2e-04,365,0.0459297383033139,0.0457924708442696,0.0460745406226668,0.0402312826689631,0.0501095964105029,32105.54,28124,35023,693866.536,693125,694604,699014.186,698381,699701,0,500
7e+05,2e-04,365,0.0458558178800622,0.0457242005735105,0.0459684750196944,0.0417196919177562,0.0499826020436622,34519.52,31406,37635,747240.904,746348,748096,752784.466,751996,753647,0,500
750000,2e-04,365,0.0458445469590115,0.0457215906022269,0.0459636974670838,0.0421801223988387,0.0499670209231166,36975.982,34024,40302,800612.2,799911,801455,806551.504,805833,807318,0,500
8e+05,2e-04,365,0.0460077939751425,0.0458789266544111,0.04612723336082,0.0415710992509995,0.0497874486634484,39581.732,35760,42842,853991.296,853139,854745,860327.166,859658,861010,0,500
850000,2e-04,365,0.0461023376608794,0.0459714751495507,0.0462292499766973,0.0420385134225875,0.0508651203885852,42142.156,38424,46516,907367.93,906435,908105,914100.178,913287,914760,0,500
9e+05,2e-04,365,0.0461114444621069,0.045997182092337,0.0462238435637026,0.0421426548094359,0.0496619036787361,44629.99,40764,48032,960744.232,959922,961646,967872.386,967022,968745,0,500
950000,2e-04,365,0.0461545964933813,0.0460258033669003,0.0462698881765969,0.0418829872204473,0.050219946014586,47153.072,42789,51294,1014108.574,1013069,1015267,1021632.836,1020736,1022712,0,500
1e+06,2e-04,365,0.0461567876099973,0.0460367412725174,0.0462805624352828,0.0417935483511037,0.0510050073790999,49637.386,44948,54882,1067488.04,1066712,1068417,1075407.988,1074670,1076322,0,500
1100000,2e-04,365,0.0462030176499566,0.0460961830520591,0.0463100689188612,0.0421213209660039,0.04930021573441,54655.574,49839,58319,1174233.386,1173291,1175272,1182944.364,1182021,1183964,0,500
1200000,2e-04,365,0.0461372947751154,0.0460350403099445,0.0462492657180679,0.04279225362206,0.0494895175142154,59539.422,55235,63849,1280980.438,1280095,1281953,1290483.512,1289670,1291554,0,500
1300000,2e-04,365,0.0461049349789453,0.0459997549954777,0.0462057573813492,0.0424793029008127,0.0494458701793852,64455.666,59387,69150,1387726.154,1386323,1388737,1398020.604,1396780,1399020,0,500
1400000,2e-04,365,0.0462439421691593,0.0461470013768608,0.0463472330060291,0.0427800096864912,0.0494813027904508,69623.084,64392,74499,1494474.616,1493307,1495272,1505560.782,1504556,1506334,0,500
1500000,2e-04,365,0.0461066513068179,0.0460137264670984,0.0462018414357744,0.0429202535836106,0.0491262667830157,74374.778,69232,79267,1601225.968,1600293,1602419,1613103.054,1612134,1614233,0,500
1600000,2e-04,365,0.0463023195841009,0.0462074013937035,0.0463925555408432,0.0431821458301361,0.0499147305514478,79669.974,74284,85904,1707976.63,1706824,1709073,1720647.9,1719628,1721814,0,500
1700000,2e-04,365,0.0461754880842502,0.0460840263505205,0.0462728143181495,0.0428156832249735,0.0489625398839095,84417.774,78294,89540,1814730.708,1813507,1815860,1828194.622,1827196,1829290,0,500
1800000,2e-04,365,0.0462129476521179,0.0461199374892211,0.04630465350496,0.0433089556764709,0.0500351985918497,89456.438,83837,96876,1921488.76,1920100,1923183,1935744.176,1934577,1937247,0,500
1900000,2e-04,365,0.0461350398626183,0.0460431525843903,0.046222519965948,0.0425273193828158,0.0489880539861158,94267.296,86909,100092,2028247.024,2026924,2029290,2043289.916,2042116,2044297,0,500
2e+06,2e-04,365,0.0462460597809293,0.0461605837582458,0.046332060355688,0.0435550980498821,0.0488961740200055,99467.122,93678,105181,2134989.334,2133815,2136271,2150823.926,2149722,2152201,0,500
2100000,2e-04,365,0.0462542367681933,0.0461626346040553,0.0463413171630914,0.0435786185275448,0.0496882337288468,104459.864,98401,112225,2241765.028,2240514,2243212,2258384.71,2257329,2259855,0,500
2200000,2e-04,365,0.0462563852694641,0.046173907796755,0.0463429308063042,0.0432770396461475,0.0491433987085036,109439.38,102421,116255,2348512.072,2347394,2349732,2365931.088,2364764,2367224,0,500
2300000,2e-04,365,0.046296779650333,0.0462138627297952,0.0463867874606713,0.0428809217810899,0.0493587373177094,114514.07,106035,122134,2455268.722,2454111,2456550,2473477.366,2472318,2474850,0,500
2400000,2e-04,365,0.0462282886377921,0.0461431575956847,0.0463143972559237,0.0429873385945855,0.0488517515578681,119316.064,110967,126083,2562016.82,2560794,2563183,2581018.79,2579847,2582123,0,500
2500000,2e-04,365,0.0463067003763298,0.0462356159741605,0.0463840854920613,0.0435244181102705,0.0488412498540359,124498.406,117009,131335,2668763.206,2667249,2670148,2688561.2,2687129,2689790,0,500
