"initpop","b","ts","mean.propinf.boot","lowCI95.propinf.boot","highCI95.propinf.boot","min.propinf","max.propinf","mean.inf","min.inf","max.inf","mean.curpop","min.curpop","max.curpop","mean.alltimepop","min.alltimepop","max.alltimepop","zeroevent","N"
5e+05,2e-04,1825,0.202488720110023,0.20224561843858,0.202728200058509,0.193458271583555,0.211067084408404,144935.55,138502,151173,693128.396,691569,694819,715771.412,714213,717522,0,500
550000,2e-04,1825,0.202847862858295,0.202638170002993,0.203080535276252,0.194833409216869,0.210991527887634,159710.99,153624,166186,762434.534,760887,764012,787343.896,785724,789037,0,500
6e+05,2e-04,1825,0.202883660629729,0.202649928942449,0.203095904329128,0.196056091250217,0.210309465849632,174263.708,168292,180390,831760.434,829853,833671,858934.78,857029,860707,0,500
650000,2e-04,1825,0.203084032394312,0.20286454949203,0.203327327559409,0.195283615894481,0.211028983857771,188970.5,181753,196541,901064.016,898927,903123,930504.326,928496,932308,0,500
7e+05,2e-04,1825,0.203065094571529,0.20284073251039,0.203270741516935,0.195671007755338,0.211851059285239,203490.132,196268,212254,970388.256,968500,972497,1002093.738,1000259,1004408,0,500
750000,2e-04,1825,0.203312883930099,0.20308350614218,0.203531252332346,0.196076257622874,0.210445259561607,218289.522,210471,225877,1039692.6,1037737,1041709,1073663.074,1071929,1075523,0,500
8e+05,2e-04,1825,0.203597576558192,0.203355638104987,0.203829013600743,0.197220921237049,0.210061357184285,233172.854,226095,240849,1109027.774,1106576,1111638,1145263.666,1143116,1147534,0,500
850000,2e-04,1825,0.203990489638364,0.203783244414135,0.204199884740767,0.196263618115731,0.21010803325238,248227.214,238770,255785,1178354.896,1175647,1180283,1216857.132,1214347,1218788,0,500
9e+05,2e-04,1825,0.203997998596723,0.203796915785609,0.204211470777589,0.197601234546818,0.211458030054231,262838.142,254559,272359,1247667.434,1245354,1249993,1288435.814,1286118,1290583,0,500
950000,2e-04,1825,0.204302638608685,0.204093224482422,0.20451359239983,0.197406614515575,0.211753740950145,277851.7,268427,287861,1316967.062,1314756,1319048,1360000.782,1357880,1362194,0,500
1e+06,2e-04,1825,0.204354191243539,0.204146341916994,0.204562501540794,0.197926643793939,0.210417201096283,292548.232,283312,301034,1386274.32,1383692,1388968,1431574.464,1429300,1434469,0,500
1100000,2e-04,1825,0.204383858798309,0.204189506159695,0.204583336040347,0.198321675657312,0.210634908131815,321853.016,312314,331584,1524919.928,1522759,1527635,1574748.442,1572812,1577270,0,500
1200000,2e-04,1825,0.204558647401229,0.204351023872789,0.204762912510336,0.198227738869726,0.210544121825898,351408.66,340671,361575,1663528.19,1660577,1665909,1717887.542,1715262,1720237,0,500
1300000,2e-04,1825,0.204746293149052,0.204545936896687,0.204930720203529,0.19759790314791,0.209521926457085,381040.134,367820,389962,1802142.768,1799342,1804807,1861035.192,1858480,1863469,0,500
1400000,2e-04,1825,0.204929152242079,0.204737268608775,0.205125977827005,0.198847547069227,0.210563823809177,410715.084,398367,421924,1940747.436,1937709,1943353,2004181.148,2001111,2007080,0,500
1500000,2e-04,1825,0.204853686586472,0.204652484846511,0.205053049241942,0.19885540460176,0.210080166844655,439887.222,426990,451073,2079355.038,2075989,2082642,2147324.48,2144487,2150477,0,500
1600000,2e-04,1825,0.205076643243056,0.204885113685416,0.205264137468459,0.198923240132649,0.210666188154734,469723.984,455464,482517,2217977.852,2215167,2220353,2290480.016,2287633,2292952,0,500
1700000,2e-04,1825,0.205265536075476,0.205093276945421,0.205440146874594,0.198503515697914,0.210001586040216,499542.694,482807,511088,2356607.076,2353517,2359694,2433641.092,2430812,2436851,0,500
1800000,2e-04,1825,0.205137070578278,0.204966125582107,0.205319868396959,0.197727422563669,0.210406559227475,528602.286,509854,542066,2495259.884,2491065,2498516,2576825.282,2572927,2580076,0,500
1900000,2e-04,1825,0.205194675354294,0.205026746592558,0.205370028598838,0.198515896774336,0.211076715635188,558130.866,540129,574196,2633913.078,2630689,2637177,2720007.188,2717027,2723145,0,500
2e+06,2e-04,1825,0.205156335634951,0.204990291565578,0.205310862103954,0.200119262500817,0.209697439604922,587393.746,572860,600412,2772524.288,2769062,2775968,2863151.784,2859452,2866375,0,500
2100000,2e-04,1825,0.205314809637296,0.205161592887514,0.20546370839427,0.199192403029852,0.209733506332646,617250.264,599158,630674,2911211.242,2907607,2915618,3006359.982,3002958,3010469,0,500
2200000,2e-04,1825,0.205423159238421,0.205254499967777,0.205592198231412,0.2000022206748,0.210405605530309,646985.544,630331,662364,3049833.572,3045879,3053687,3149525.59,3145591,3153104,0,500
2300000,2e-04,1825,0.205454720801742,0.20530696318675,0.205619571842543,0.198922172745717,0.211128384954381,676501.294,655035,695049,3188472.488,3184862,3191875,3292703.07,3289475,3296282,0,500
2400000,2e-04,1825,0.205497109949428,0.205345233302922,0.205642517609918,0.200671104405436,0.209423683283642,706057.938,689352,720047,3327105.164,3323447,3330943,3435853.672,3432242,3439634,0,500
2500000,2e-04,1825,0.205583155015483,0.205431738432216,0.205744797947842,0.200491655435533,0.210229163180466,735785.6,717627,752534,3465727.22,3460766,3470084,3579016.74,3574226,3583181,0,500
10000,0,365,0.0299138364779874,0.0268387971698113,0.0331527358490566,1e-04,0.0973,299.138364779874,1,973,9923.40251572327,9899,9948,10000,10000,10000,269,318
20000,0,365,0.0251150341685649,0.0230977761958998,0.0270296583143508,5e-05,0.06595,502.300683371298,1,1319,19848.0728929385,19809,19891,20000,20000,20000,319,439
30000,0,365,0.034983674863388,0.0332496738387978,0.036727443647541,3.33333333333333e-05,0.0630666666666667,1049.51024590164,1,1892,29771.4959016393,29719,29822,30000,30000,30000,209,488
40000,0,365,0.0363823737373737,0.0348638042929293,0.0378219368686869,2.5e-05,0.057475,1455.29494949495,1,2299,39695.6787878788,39643,39759,40000,40000,40000,141,495
50000,0,365,0.0421587550200803,0.0409155251004016,0.0434067831325301,2e-05,0.05902,2107.93775100402,1,2951,49618.6325301205,49559,49683,50000,50000,50000,67,498
60000,0,365,0.0417484270414993,0.0407885199129853,0.0427009354082999,3.33333333333333e-05,0.0568833333333333,2504.90562248996,2,3413,59542.5301204819,59476,59609,60000,60000,60000,47,498
70000,0,365,0.0445173428571429,0.0437095485714286,0.0452140278571429,0.00271428571428571,0.0613571428571429,3116.214,190,4295,69465.776,69398,69548,70000,70000,70000,21,500
80000,0,365,0.04434125,0.0438891225,0.044740760625,0.0023375,0.0531875,3547.3,187,4255,79389.568,79320,79475,80000,80000,80000,5,500
90000,0,365,0.0454957777777778,0.0450049588888889,0.0459581688888889,3.33333333333333e-05,0.0555222222222222,4094.62,3,4997,89313.382,89241,89398,90000,90000,90000,7,500
1e+05,0,365,0.04456962,0.044179066,0.0449171375,0.00206,0.05289,4456.962,206,5289,99237.146,99152,99341,1e+05,1e+05,1e+05,3,500
150000,0,365,0.0461683066666667,0.0459446996666667,0.046394587,0.0374466666666667,0.0565133333333333,6925.246,5617,8477,148855.776,148751,148966,150000,150000,150000,0,500
2e+05,0,365,0.04598156,0.0457926005,0.046179322,0.03847,0.05331,9196.312,7694,10662,198473.692,198364,198605,2e+05,2e+05,2e+05,0,500
250000,0,365,0.046913376,0.0467216728,0.0471052444,0.039692,0.0554,11728.344,9923,13850,248091.926,247966,248238,250000,250000,250000,0,500
3e+05,0,365,0.0466889333333333,0.0465042548333333,0.0468865273333333,0.0413866666666667,0.0534833333333333,14006.68,12416,16045,297710.604,297564,297858,3e+05,3e+05,3e+05,0,500
350000,0,365,0.0472481771428571,0.0470531628571429,0.0474294595714286,0.04142,0.0548028571428571,16536.862,14497,19181,347328.996,347174,347491,350000,350000,350000,0,500
4e+05,0,365,0.046892665,0.04672948525,0.047067756625,0.0418575,0.055015,18757.066,16743,22006,396947.776,396793,397134,4e+05,4e+05,4e+05,0,500
450000,0,365,0.0474618355555556,0.0473141714444444,0.0476166823333333,0.0429022222222222,0.0524977777777778,21357.826,19306,23624,446565.93,446400,446760,450000,450000,450000,0,500
5e+05,0,365,0.04721958,0.0470758219,0.047353471,0.041466,0.052858,23609.79,20733,26429,496183.854,496006,496403,5e+05,5e+05,5e+05,0,500
550000,0,365,0.0474235454545455,0.0472750503636364,0.0475708815454546,0.0427,0.0520454545454545,26082.95,23485,28625,545801.82,545611,546028,550000,550000,550000,0,500
6e+05,0,365,0.04726794,0.047120563,0.0474137915,0.0427983333333333,0.051965,28360.764,25679,31179,595420.768,595227,595658,6e+05,6e+05,6e+05,0,500
650000,0,365,0.0474049476923077,0.0472714716153846,0.0475274403846154,0.0433446153846154,0.0515923076923077,30813.216,28174,33535,645038.036,644831,645284,650000,650000,650000,0,500
7e+05,0,365,0.0475026828571429,0.0473659066428571,0.0476364057142857,0.0422,0.0518914285714286,33251.878,29540,36324,694656.472,694435,694911,7e+05,7e+05,7e+05,0,500
750000,0,365,0.0474880346666667,0.0473635321333333,0.0476170594,0.0435253333333333,0.051328,35616.026,32644,38496,744274.84,744049,744526,750000,750000,750000,0,500
8e+05,0,365,0.047451345,0.0473307144375,0.04757884575,0.0435125,0.05171,37961.076,34810,41368,793893.372,793670,794155,8e+05,8e+05,8e+05,0,500
850000,0,365,0.0474644470588235,0.0473402153529412,0.0475856883529412,0.04276,0.0535882352941176,40344.78,36346,45550,843511.902,843279,843769,850000,850000,850000,0,500
9e+05,0,365,0.0475672377777778,0.0474434999444444,0.0476943361111111,0.0431411111111111,0.0522066666666667,42810.514,38827,46986,893130.008,892891,893407,9e+05,9e+05,9e+05,0,500
950000,0,365,0.0475807557894737,0.0474528218947368,0.0477056936315789,0.0433936842105263,0.0517263157894737,45201.718,41224,49140,942747.972,942497,943032,950000,950000,950000,0,500
1e+06,0,365,0.047561056,0.0474399015,0.04767889975,0.043931,0.051354,47561.056,43931,51354,992366.604,992117,992663,1e+06,1e+06,1e+06,0,500
1100000,0,365,0.0475979036363636,0.0474774012272727,0.0477105912272727,0.0434136363636364,0.0517536363636364,52357.694,47755,56929,1091604.618,1091352,1091913,1100000,1100000,1100000,0,500
1200000,0,365,0.0476688916666667,0.047561766,0.0477850740416667,0.0437758333333333,0.0517633333333333,57202.67,52531,62116,1190840.476,1190572,1191153,1200000,1200000,1200000,0,500
1300000,0,365,0.0476070769230769,0.0474993610384615,0.0477238083461538,0.0427684615384615,0.0521446153846154,61889.2,55599,67788,1290076.834,1289795,1290390,1300000,1300000,1300000,0,500
1400000,0,365,0.0475610414285714,0.0474549900357143,0.0476593280357143,0.0442085714285714,0.0510914285714286,66585.458,61892,71528,1389314.168,1389030,1389641,1400000,1400000,1400000,0,500
1500000,0,365,0.0475744386666667,0.0474705585666667,0.0476811854,0.0443473333333333,0.051314,71361.658,66521,76971,1488547.812,1488187,1488927,1500000,1500000,1500000,0,500
1600000,0,365,0.0476521225,0.0475500935625,0.04775832696875,0.044588125,0.051668125,76243.396,71341,82669,1587791.794,1587452,1588128,1600000,1600000,1600000,0,500
1700000,0,365,0.0475794576470588,0.0474765982941176,0.0476712568529412,0.0436223529411765,0.0509870588235294,80885.078,74158,86678,1687022.02,1686607,1687422,1700000,1700000,1700000,0,500
1800000,0,365,0.0476267544444444,0.0475301493888889,0.0477172833055556,0.043405,0.0508322222222222,85728.158,78129,91498,1786257.41,1785938,1786610,1800000,1800000,1800000,0,500
1900000,0,365,0.0476318831578947,0.0475363376578947,0.0477279488684211,0.0447610526315789,0.0518721052631579,90500.578,85046,98557,1885498.094,1885214,1885853,1900000,1900000,1900000,0,500
2e+06,0,365,0.04762665,0.047537053475,0.047711227725,0.0445535,0.0506805,95253.3,89107,101361,1984735.982,1984402,1985109,2e+06,2e+06,2e+06,0,500
2100000,0,365,0.0476352552380952,0.0475431289523809,0.0477170176904762,0.0443271428571429,0.0505142857142857,100034.036,93087,106080,2083974.052,2083524,2084313,2100000,2100000,2100000,0,500
2200000,0,365,0.0477127354545455,0.04762706725,0.0478043711590909,0.0441581818181818,0.0505409090909091,104968.018,97148,111190,2183212.694,2182848,2183683,2200000,2200000,2200000,0,500
2300000,0,365,0.0476833269565217,0.0475966651304348,0.0477656322826087,0.0447617391304348,0.0504804347826087,109671.652,102952,116105,2282449.936,2282053,2282824,2300000,2300000,2300000,0,500
2400000,0,365,0.0477246066666667,0.0476383536666667,0.0478172232708333,0.0448358333333333,0.0505216666666667,114539.056,107606,121252,2381687.902,2381241,2382117,2400000,2400000,2400000,0,500
2500000,0,365,0.047716204,0.04763314068,0.0477980637,0.044498,0.0505496,119290.51,111245,126374,2480925.31,2480492,2481408,2500000,2500000,2500000,0,500
10000,2e-05,365,0.0289479890803393,0.0259521564850824,0.0318446386892703,9.90197049212793e-05,0.0944389275074479,291.619496855346,1,951,9996.2893081761,9960,10031,10072.9622641509,10050,10107,281,318
20000,2e-05,365,0.0275286279428178,0.0254818089347044,0.0298132881220912,4.95785820525533e-05,0.0729796727813585,554.603644646925,1,1472,19993.7744874715,19946,20041,20146.3621867882,20108,20186,302,439
30000,2e-05,365,0.0350822611466519,0.0332712190004069,0.0369598420853696,3.3072064027516e-05,0.0628926658289796,1060.125,1,1902,29989.4610655738,29928,30048,30218.7643442623,30170,30270,200,488
40000,2e-05,365,0.0379245554916181,0.0363392886995285,0.0395268325076172,2.48151273016031e-05,0.0597718253968254,1528.07676767677,1,2410,39986.4161616162,39918,40066,40291.9434343434,40245,40353,135,495
50000,2e-05,365,0.0416966682945759,0.0404893510655798,0.0428648766902423,1.98554523072036e-05,0.057939360244624,2100.03413654618,1,2918,49981.9558232932,49904,50067,50364.6004016064,50306,50423,70,498
60000,2e-05,365,0.043444705728031,0.0425840809297681,0.0442843494761461,3.30895734753979e-05,0.0591370264320826,2625.73493975904,2,3573,59978.734939759,59886,60066,60438.0481927711,60374,60506,33,498
70000,2e-05,365,0.0443668299954366,0.0435929107548044,0.0450583932475735,0.00253828701077708,0.0576222149735502,3128.32,179,4063,69974.52,69873,70070,70510.654,70444,70585,22,500
80000,2e-05,365,0.0445689650437878,0.0440526188566211,0.0450862876194912,0.00155061838661258,0.0560063525149507,3591.544,125,4514,79971.34,79867,80069,80584.038,80507,80659,9,500
90000,2e-05,365,0.0454029968174794,0.0450322051761493,0.0457131244012369,3.30687830687831e-05,0.0604137230660544,4116.058,3,5473,89967.044,89839,90073,90656.26,90574,90744,2,500
1e+05,2e-05,365,0.0450469220941253,0.0447011241521592,0.0453872693066972,0.00430901815943367,0.0539007092198582,4537.588,434,5434,99964.302,99829,100072,100729.944,100646,100815,2,500
150000,2e-05,365,0.0459703506682926,0.0457402959987058,0.0461948935084001,0.0383162046442681,0.0537830808632294,6945.872,5790,8127,149946.146,149798,150075,151094.704,150986,151196,0,500
2e+05,2e-05,365,0.0459155049762251,0.045696454361271,0.0461361942349357,0.0388790985132418,0.0528021841648052,9250.108,7832,10637,199927.056,199746,200067,201459.362,201344,201576,0,500
250000,2e-05,365,0.0466738907008017,0.0464733524320964,0.0468723956432651,0.0396074210294275,0.0538190308286082,11753.612,9972,13554,249909.12,249704,250078,251824.036,251693,251963,0,500
3e+05,2e-05,365,0.0464139598527788,0.0462219444124523,0.0466065053505738,0.041156579626517,0.0524414211128831,14025.786,12439,15850,299890.916,299666,300075,302188.846,302054,302320,0,500
350000,2e-05,365,0.047025430660241,0.0468665231717311,0.0471971441681841,0.0411007862759114,0.0522107497226455,16578.998,14490,18401,349873.466,349632,350071,352553.93,352409,352709,0,500
4e+05,2e-05,365,0.0468114644213025,0.0466516163864005,0.0469756143213787,0.0408041697691735,0.0518869797405279,18861.242,16440,20909,399855.562,399614,400066,402919.082,402764,403077,0,500
450000,2e-05,365,0.0472114387752754,0.0470352341293042,0.0473748604494134,0.0423352092603582,0.053473965664062,21400.176,19190,24239,449837.266,449588,450061,453283.824,453120,453446,0,500
5e+05,2e-05,365,0.0469687937452081,0.0468174595707904,0.0471290386651501,0.0427426288523666,0.0522342431761787,23655.798,21526,26313,499819.57,499571,500077,503649.306,503463,503824,0,500
550000,2e-05,365,0.0470628608551666,0.046921894302129,0.0471983291829897,0.0427193683879923,0.0522811886977346,26073.478,23667,28970,549800.474,549537,550064,554013.862,553823,554200,0,500
6e+05,2e-05,365,0.0469761419677274,0.0468317141184035,0.0471141252167093,0.0422121713112136,0.0511124274845538,28391.39,25507,30890,599782.514,599504,600055,604378.74,604180,604569,0,500
650000,2e-05,365,0.0472829407671863,0.0471446360906653,0.0474159688794378,0.043192134055824,0.0518134635886815,30958.184,28281,33923,649763.43,649469,650041,654743.284,654539,654947,0,500
7e+05,2e-05,365,0.0471875535960068,0.0470493547134668,0.0473297469058138,0.0432578851826639,0.0517735324568495,33272.346,30502,36505,699745.168,699444,700034,705108.31,704900,705318,0,500
750000,2e-05,365,0.0472883008853596,0.0471619784458764,0.0474285850704115,0.0426325549750556,0.0515517814151527,35725.046,32208,38950,749727.76,749408,750003,755473.346,755262,755682,0,500
8e+05,2e-05,365,0.047190224982655,0.0470602731543477,0.0473234846211782,0.0420390274651505,0.0512449837071304,38027.698,33879,41297,799709.834,799392,800004,805838.472,805614,806058,0,500
850000,2e-05,365,0.0473475224536395,0.0472221216407264,0.0474796984984004,0.0425231243576567,0.0532117807147154,40539.114,36410,45557,849691.312,849342,849994,856203.38,855969,856428,0,500
9e+05,2e-05,365,0.0472655757447058,0.0471478339480919,0.0474047064359469,0.0416959922337809,0.0514899230552026,42849.456,37797,46682,899673.124,899331,899983,906568.046,906316,906801,0,500
950000,2e-05,365,0.0473231449020663,0.0472072084689207,0.0474492610310309,0.0423906397788496,0.0522627694513324,45285.082,40560,50015,949654.418,949292,949979,956933.158,956671,957168,0,500
1e+06,2e-05,365,0.0472598361332749,0.0471473052936048,0.0473747835201586,0.0436226052441641,0.0518088268287308,47604.75,43939,52189,999637.21,999279,999961,1007298.15,1007036,1007539,0,500
1100000,2e-05,365,0.0473378065617215,0.0472251539947464,0.0474464681749476,0.0435064331475179,0.0513801639393083,52451.594,48209,56934,1099600.562,1099229,1099943,1108027.474,1107755,1108291,0,500
1200000,2e-05,365,0.0474332093454224,0.0473208219327933,0.0475497454717123,0.0438167419859983,0.0508274925903285,57335.244,52968,61445,1199564.318,1199176,1199923,1208757.554,1208467,1209036,0,500
1300000,2e-05,365,0.0473107147602602,0.0472093757238987,0.047419939440412,0.0431458532371991,0.0506711609274224,61952.794,56496,66355,1299528.396,1299100,1299903,1309487.332,1309184,1309778,0,500
1400000,2e-05,365,0.0473478604794774,0.0472417731542309,0.047457620722981,0.0435789085598009,0.0509417732326638,66770.766,61465,71836,1399492.544,1399043,1399866,1410217.286,1409906,1410516,0,500
1500000,2e-05,365,0.0473515860032113,0.0472510861869053,0.0474529037681838,0.043911772725949,0.0506539375557963,71545.59,66347,76542,1499449.66,1498977,1499842,1510943.934,1510612,1511301,0,500
1600000,2e-05,365,0.0474222256511693,0.0473327997136124,0.0475222186461977,0.0438592137232371,0.0524403858051601,76429.282,70690,84507,1599422.554,1598896,1599865,1611676.492,1611355,1611969,0,500
1700000,2e-05,365,0.0473574413211136,0.0472586898876367,0.0474438085838431,0.0444615752988653,0.0506488417440502,81094.716,76132,86729,1699369.844,1698775,1699830,1712396.494,1712021,1712715,0,500
1800000,2e-05,365,0.0473679273884418,0.0472702310780023,0.0474621200494074,0.0443962655006651,0.050537120280861,85883.986,80497,91638,1799333.454,1798905,1799837,1813125.08,1812850,1813463,0,500
1900000,2e-05,365,0.0474179347008646,0.0473261956184172,0.0475105409788838,0.044495071285437,0.0516221768917908,90751.224,85154,98797,1899307.438,1898840,1899773,1913858.746,1913521,1914168,0,500
2e+06,2e-05,365,0.0474096157983583,0.0473199714218811,0.0475071934792875,0.0445616456035501,0.0503614014064896,95510.642,89773,101454,1999267.21,1998662,1999714,2014583.99,2014211,2014916,0,500
2100000,2e-05,365,0.0474332918771325,0.0473440969308334,0.0475243316955223,0.0440933975019619,0.0508571131408256,100336.526,93269,107575,2099233.426,2098571,2099798,2115318.742,2114973,2115686,0,500
2200000,2e-05,365,0.0474344612615784,0.0473460118591227,0.0475242559960947,0.0445236139815709,0.050532790990882,105117.106,98667,111984,2199200.748,2198721,2199694,2216049.31,2215703,2216418,0,500
2300000,2e-05,365,0.0474556255973922,0.0473638434078634,0.0475409137182234,0.0446450614886061,0.0503340451514567,109944.28,103436,116604,2299163.578,2298660,2299720,2316780.592,2316390,2317097,0,500
2400000,2e-05,365,0.0474203861987043,0.0473397563195367,0.0475052329112039,0.0449235175830754,0.0501665198853824,114638.976,108596,121274,2399123.052,2398428,2399684,2417503.912,2417046,2417928,0,500
2500000,2e-05,365,0.0474904364025284,0.0474034818556287,0.0475768529913661,0.0449889532861393,0.0512234726298655,119592.114,113300,128991,2499088.57,2498569,2499605,2518235.942,2517831,2518614,0,500
10000,5e-05,365,0.0294195744811983,0.0263241635292427,0.0321451738450613,9.79431929480901e-05,0.0985680659081993,299.616352201258,1,1005,10106.4937106918,10063,10148,10183.6163522013,10139,10222,279,318
20000,5e-05,365,0.0298503488290972,0.0276860779529574,0.0321792043415725,4.8985990006858e-05,0.074593106161184,607.936218678816,1,1517,20213.2277904328,20141,20282,20366.7949886105,20308,20428,291,439
30000,5e-05,365,0.0341909797649791,0.0322323095092016,0.036049297768068,3.26925591735321e-05,0.0663330389559415,1044.5512295082,1,2028,30319.7581967213,30246,30399,30550.2950819672,30475,30627,198,488
40000,5e-05,365,0.0411340776394191,0.0395627484509093,0.04262661545187,2.45410817708845e-05,0.0615622621123198,1675.51717171717,1,2507,40426.4727272727,40333,40533,40733.8808080808,40648,40823,110,495
50000,5e-05,365,0.0412753465524295,0.0401075195899752,0.0425062350671917,1.96394202443144e-05,0.0569104093383379,2101.63855421687,1,2896,50532.1305220884,50428,50633,50917.0763052209,50815,51007,72,498
60000,5e-05,365,0.0442512270605073,0.0433178367791294,0.0451904138399061,3.27300101463031e-05,0.0595867214214427,2703.79317269076,2,3642,60638.7510040161,60519,60745,61100.5823293173,60994,61204,41,498
70000,5e-05,365,0.0442191204673362,0.0435065444709302,0.0448346883647201,0.00195120581712008,0.0569252776842814,3152.118,139,4059,70745.176,70620,70875,71284.17,71166,71403,17,500
80000,5e-05,365,0.0462146831626758,0.045756530627849,0.0466521734629993,0.0032059549692302,0.0566753878468512,3764.998,261,4614,80851.098,80720,80973,81467.54,81353,81584,7,500
90000,5e-05,365,0.0448072679556569,0.0443254148854141,0.0452302963359827,3.26993296637419e-05,0.0556246454597024,4106.624,3,5099,90957.7,90818,91080,91650.794,91524,91769,6,500
1e+05,5e-05,365,0.0461779693198314,0.045793322470685,0.0465254930435871,0.00353488737456059,0.054609685491389,4702.476,360,5565,101063.898,100897,101212,101833.994,101700,101968,3,500
150000,5e-05,365,0.0454886163742527,0.0452761640008046,0.0457000591893066,0.0387791154148129,0.0528978961287197,6948.462,5927,8081,151597.038,151406,151771,152751.848,152588,152907,0,500
2e+05,5e-05,365,0.0466033562303785,0.0463823688717274,0.0467916138710289,0.0397787558454828,0.0544577532864552,9491.652,8098,11098,202128.3,201901,202325,203668.984,203483,203847,0,500
250000,5e-05,365,0.0460694749688111,0.0458841787382908,0.0462781351765953,0.0394490799666871,0.0515626288771146,11728.648,10042,13128,252660.958,252414,252895,254586.302,254380,254786,0,500
3e+05,5e-05,365,0.046835826004924,0.0466588156291479,0.047002235568294,0.0402878121757121,0.0524973230687619,14308.488,12307,16032,303192.558,302926,303447,305503.018,305286,305717,0,500
350000,5e-05,365,0.0466750869621663,0.0465008745684705,0.0468440005465019,0.0411695381334531,0.0523996398226042,16635.966,14672,18680,353725.44,353428,353984,356420.686,356181,356656,0,500
4e+05,5e-05,365,0.0468334432101865,0.0466833203862091,0.0469964197414584,0.0416184885956062,0.0529561366470606,19077.03,16953,21572,404257.254,403944,404551,407337.998,407073,407582,0,500
450000,5e-05,365,0.0469300367087548,0.0467790230035268,0.0470858692388925,0.041462334051362,0.0518694330946049,21505.926,18998,23777,454789.538,454470,455091,458255.24,457990,458518,0,500
5e+05,5e-05,365,0.0469883744385712,0.046843239678709,0.0471275545966432,0.0414565782314662,0.0519582542843564,23925.178,21106,26456,505321.334,504977,505649,509172.332,508873,509452,0,500
550000,5e-05,365,0.0469040249942259,0.0467649547266136,0.0470480612589298,0.0426271476927032,0.0516268058759257,26270.464,23877,28917,555852.994,555502,556198,560089.62,559790,560386,0,500
6e+05,5e-05,365,0.0470809671207629,0.046953588359524,0.0472217889348642,0.0424242523427195,0.0513248094732346,28766.5,25923,31363,606378.876,605998,606762,611000.904,610695,611399,0,500
650000,5e-05,365,0.0471076677336648,0.0469682518993718,0.047237482113788,0.041969777530724,0.0519036472098467,31181.628,27785,34368,656915.356,656393,657358,661922.532,661583,662226,0,500
7e+05,5e-05,365,0.0471281852819915,0.0470091129574038,0.0472622667781717,0.0427093549749474,0.0520138535279785,33594.402,30439,37080,707437.854,707046,707928,712830.276,712405,713245,0,500
750000,5e-05,365,0.046984553021407,0.0468566150909627,0.0471161795822421,0.042182356059664,0.0522257236334786,35884.376,32225,39891,757970.374,757566,758377,763748.318,763306,764092,0,500
8e+05,5e-05,365,0.0471597270784425,0.0470357448333011,0.0472803656193746,0.0426199114745443,0.0524894299281579,38419.586,34712,42756,808506.318,808062,809044,814669.686,814298,815090,0,500
850000,5e-05,365,0.0471717098397227,0.047037603554526,0.0473076904489912,0.0431062271739419,0.0515229543477583,40831.252,37309,44601,859039.754,858585,859548,865587.624,865148,865929,0,500
9e+05,5e-05,365,0.0471509373473618,0.0470243983644194,0.0472800474236341,0.0427182220631904,0.0517474291600468,43214.182,39158,47423,909574.452,909137,910040,916507.64,916139,916948,0,500
950000,5e-05,365,0.0471039381676857,0.046995474477284,0.0472113063690143,0.04313674008592,0.0508790950968912,45569.242,41731,49227,960100.766,959671,960595,967419.126,967089,967847,0,500
1e+06,5e-05,365,0.0471820675660433,0.0470587032540669,0.0472954273377728,0.043972121466824,0.0526183967948863,48047.272,44782,53572,1010634.006,1010209,1011234,1018337.58,1018009,1018837,0,500
1100000,5e-05,365,0.047226331014207,0.0471155404802636,0.0473369294234233,0.0432149247015381,0.0511333708296507,52901.844,48404,57275,1111703.06,1111130,1112234,1120176.904,1119751,1120603,0,500
1200000,5e-05,365,0.0472260890361878,0.0471159351261911,0.0473335482441185,0.043748972159745,0.0507862237366249,57710.906,53471,62063,1212768.94,1212302,1213220,1222013.06,1221632,1222378,0,500
1300000,5e-05,365,0.047180813901148,0.0470772072777994,0.0472899186653791,0.0428989758839129,0.0512966775588841,62460.08,56797,67895,1313831.706,1313319,1314395,1323845.298,1323423,1324248,0,500
1400000,5e-05,365,0.0473157050065854,0.0472053223031807,0.0474198669727069,0.0439562983519983,0.0510979012835856,67457.27,62659,72842,1414899.612,1414312,1415639,1425684.33,1425174,1426266,0,500
1500000,5e-05,365,0.0472564164504833,0.0471584842891335,0.0473556384997305,0.0440754179373595,0.0505906420306695,72185.186,67320,77281,1515963.704,1515272,1516584,1527521.484,1527019,1527985,0,500
1600000,5e-05,365,0.047231892686124,0.0471345051031807,0.0473314099569308,0.0438074475606882,0.0503667691778846,76957.426,71376,82052,1617030.884,1616447,1617766,1629352.968,1628850,1629886,0,500
1700000,5e-05,365,0.0472520960059199,0.0471585540545995,0.0473413755153488,0.0442449560449779,0.0499090745242299,81801.742,76607,86397,1718078.318,1717552,1718713,1731177.3,1730732,1731727,0,500
1800000,5e-05,365,0.0473339381568232,0.0472387254913195,0.0474282799930754,0.0438115294072718,0.050533941786025,86764.15,80305,92632,1819149.866,1818515,1819687,1833022.196,1832486,1833545,0,500
1900000,5e-05,365,0.047271288970613,0.0471842441268574,0.0473618417680206,0.0446609800233524,0.0505272775568801,91463.128,86406,97772,1920222.252,1919564,1920952,1934855.796,1934291,1935595,0,500
